peak velocity for each period and corresponding time
period number | peak velocity | adimensional peak velocity| time |adimensional time 
                1      0.059160798                1                0                0
                2     0.0542414634      0.916848069            1.096                1
                3     0.0497780977      0.841403419            2.196       2.00364964
                4      0.045618745      0.771097526            3.296       3.00729927
                5     0.0417871743      0.706332161            4.394       4.00912409
                6     0.0383034592      0.647446628            5.494       5.01277372
                7     0.0350951858       0.59321691            6.592       6.01459854
                8     0.0321457404      0.543362184            7.692       7.01824818
                9     0.0294392452      0.497614065             8.79       8.02007299
               10     0.0269578714      0.455671193             9.89       9.02372263
               11     0.0246972904        0.4174604           10.988       10.0255474
