peak velocity for each period and corresponding time
period number | peak velocity | adimensional peak velocity| time |adimensional time 
                1      0.059115187                1                0                0
                2     0.0530487411      0.897379232            0.818                1
                3     0.0473309264      0.800655953            1.646       2.01222494
                4     0.0422419787      0.714570669            2.476       3.02689487
                5     0.0375013913      0.634378291            3.308       4.04400978
                6      0.033190441      0.561453709             4.14       5.06112469
                7     0.0293361268      0.496253641            4.974        6.0806846
                8     0.0259178581      0.438429774            5.808        7.1002445
                9     0.0228998779      0.387377239            6.644       8.12224939
               10     0.0202397784      0.342378658             7.48       9.14425428
               11     0.0178974493      0.302755522            8.316       10.1662592
               12     0.0158349214      0.267865539            9.152       11.1882641
               13     0.0140189703      0.237146679             9.99       12.2127139
