 
suplen	L1_rho	L1_u	L1e	L2_rho	L2_u	L2e	Linf_rho	Linf_u	Linf_e	L1_rho3	L1_u3	L1e3	L2_rho3	L2_u3	L2e3	Linf_rho3	Linf_u3	Linf_e3	L1_rho2	L1_u2	L1e2	L2_rho2	L2_u2	L2e2	Linf_rho2	Linf_u2	Linf_e2
1.00E-002	2.11E-002	5.31E-002	2.61E-002	3.90E-002	1.38E-001	7.36E-002	1.77E-001	1.29E+000	4.73E-001	5.53E-002	1.44E-001	3.86E-002	5.63E-002	1.47E-001	3.94E-002	6.48E-002	1.74E-001	4.55E-002	3.80E-002	1.45E-001	1.63E-001	4.38E-002	1.48E-001	2.04E-001	1.02E-001	2.26E-001	4.73E-001
1.50E-002	1.32E-002	5.40E-002	2.25E-002	2.69E-002	1.77E-001	6.52E-002	1.30E-001	1.11E+000	4.47E-001	3.62E-002	1.05E-001	2.51E-002	3.70E-002	1.07E-001	2.57E-002	4.32E-002	1.24E-001	2.99E-002	1.68E-002	1.09E-001	1.47E-001	2.35E-002	1.09E-001	1.70E-001	7.63E-002	1.09E-001	4.16E-001
2.00E-002	9.64E-003	3.03E-002	1.26E-002	1.76E-002	1.05E-001	4.12E-002	1.22E-001	1.02E+000	4.16E-001	2.30E-002	5.92E-002	1.64E-002	2.33E-002	5.99E-002	1.66E-002	3.06E-002	8.17E-002	2.11E-002	8.11E-003	5.26E-002	4.86E-002	8.41E-003	5.26E-002	5.05E-002	1.40E-002	5.41E-002	6.14E-002
2.50E-002	7.23E-003	1.54E-002	6.64E-003	1.27E-002	4.97E-002	2.28E-002	7.21E-002	6.63E-001	2.88E-001	8.13E-003	2.10E-002	5.99E-003	8.79E-003	2.29E-002	6.37E-003	1.47E-002	4.21E-002	1.02E-002	1.28E-003	9.55E-003	8.34E-003	1.73E-003	1.01E-002	9.65E-003	3.79E-003	1.58E-002	1.91E-002
3.00E-002	8.22E-003	1.51E-002	6.78E-003	1.44E-002	4.78E-002	1.89E-002	9.40E-002	6.32E-001	1.78E-001	5.09E-003	1.11E-002	4.07E-003	6.06E-003	1.38E-002	4.46E-003	1.12E-002	2.94E-002	7.87E-003	3.51E-003	5.36E-003	7.60E-003	3.65E-003	7.30E-003	1.05E-002	5.59E-003	1.63E-002	2.28E-002
3.50E-002	9.47E-003	1.71E-002	7.85E-003	1.62E-002	4.91E-002	2.05E-002	9.67E-002	6.24E-001	1.76E-001	4.88E-003	1.08E-002	4.12E-003	5.97E-003	1.43E-002	4.56E-003	1.06E-002	3.12E-002	7.57E-003	4.49E-003	9.32E-003	9.96E-003	4.65E-003	1.15E-002	1.30E-002	6.29E-003	2.35E-002	2.92E-002
4.00E-002	1.08E-002	1.94E-002	8.89E-003	1.77E-002	5.35E-002	2.25E-002	9.67E-002	6.50E-001	1.82E-001	5.98E-003	1.35E-002	4.69E-003	6.81E-003	1.67E-002	4.93E-003	1.36E-002	3.25E-002	6.90E-003	4.96E-003	1.34E-002	1.06E-002	5.17E-003	1.55E-002	1.31E-002	7.47E-003	3.06E-002	2.24E-002
4.50E-002	1.21E-002	2.21E-002	1.02E-002	1.89E-002	5.76E-002	2.69E-002	7.80E-002	6.59E-001	2.64E-001	8.52E-003	1.66E-002	6.31E-003	9.26E-003	1.89E-002	6.68E-003	1.48E-002	3.01E-002	1.01E-002	7.01E-003	1.80E-002	9.98E-003	7.24E-003	2.10E-002	1.21E-002	9.80E-003	3.78E-002	2.10E-002
5.00E-002	1.33E-002	2.42E-002	1.10E-002	2.07E-002	5.76E-002	2.80E-002	8.58E-002	6.19E-001	2.63E-001	9.21E-003	2.07E-002	6.97E-003	9.38E-003	2.45E-002	7.25E-003	1.37E-002	4.49E-002	8.41E-003	9.18E-003	2.27E-002	9.53E-003	9.57E-003	2.60E-002	1.27E-002	1.28E-002	4.22E-002	2.63E-002
