peak velocity for each period and corresponding time
period number | peak velocity | adimensional peak velocity| time |adimensional time 
                1      0.059131606                1                0                0
                2     0.0513532632      0.868457102            0.947                1
                3      0.044084382      0.745529929            1.912       2.01900739
                4     0.0373194556      0.631125351            2.883       3.04435058
                5     0.0313121262      0.529532822             3.86       4.07602957
                6     0.0262229969       0.44346837             4.84       5.11087645
                7     0.0219735154      0.371603562            5.825       6.15100317
                8     0.0185200112      0.313199868            6.812       7.19324182
                9     0.0156681787      0.264971303            7.801        8.2375924
               10     0.0132796613      0.224578059            8.793       9.28511088
