       3.16543629                0            0.125              0.1                0                2
       3.15481331                0            0.125              0.1                0                2
       3.14458619                0            0.125              0.1                0                2
       3.13454699                0            0.125              0.1                0                2
       3.12454464                0            0.125              0.1                0                2
       3.11455942                0            0.125              0.1                0                2
       3.10459294                0            0.125              0.1                0                2
       3.09464798                0            0.125              0.1                0                2
       3.08472757                0            0.125              0.1                0                2
       3.07483469                0            0.125              0.1                0                2
       3.06497245                0            0.125              0.1                0                2
       3.05514382                0            0.125              0.1                0                2
       3.04535197                0            0.125              0.1                0                2
       3.03559991                0            0.125              0.1                0                2
       3.02589073                0            0.125              0.1                0                2
       3.01622752                0            0.125              0.1                0                2
       3.00661337                0            0.125              0.1                0                2
       2.99705135                0            0.125              0.1                0                2
       2.98754457                0            0.125              0.1                0                2
        2.9780962                0            0.125              0.1                0                2
       2.96870938                0            0.125              0.1                0                2
       2.95938726                0            0.125              0.1                0                2
       2.95013306                0            0.125              0.1                0                2
       2.94095006                0            0.125              0.1                0                2
       2.93184161                0            0.125              0.1                0                2
       2.92281114                0            0.125              0.1                0                2
       2.91386219                0            0.125              0.1                0                2
       2.90499846                0            0.125              0.1                0                2
       2.89622381                0            0.125              0.1                0                2
       2.88754233                0            0.125              0.1                0                2
        2.8789584                0            0.125              0.1                0                2
       2.87047677                0            0.125              0.1                0                2
        2.8621026                0            0.125              0.1                0                2
       2.85384172                0            0.125              0.1                0                2
       2.84570068                0            0.125              0.1                0                2
       2.83768706                0            0.125              0.1                0                2
       2.82980988                0            0.125              0.1                0                2
       2.82208023                0            0.125              0.1                0                2
       2.81451231                0            0.125              0.1                0                2
       2.80712608                0            0.125              0.1                0                2
       2.79995334                0            0.125              0.1                0                2
       2.79305083                0            0.125              0.1                0                2
       2.78651799                0            0.125              0.1                0                2
       2.78048322                0            0.125              0.1                0                2
       2.77499226                0            0.125              0.1                0                2
       2.76988309                0            0.125              0.1                0                2
       2.76490339                0            0.125              0.1                0                2
       2.75993177                0            0.125              0.1                0                2
       2.75495385                0            0.125              0.1                0                2
       2.74996993                0            0.125              0.1                0                2
       2.74498113                0            0.125              0.1                0                2
       2.73998859                0            0.125              0.1                0                2
       2.73499336                0            0.125              0.1                0                2
       2.72999627                0            0.125              0.1                0                2
       2.72499799                0            0.125              0.1                0                2
       2.71999895                0            0.125              0.1                0                2
       2.71499947                0            0.125              0.1                0                2
       2.70999975                0            0.125              0.1                0                2
       2.70499988                0            0.125              0.1                0                2
       2.69999995                0            0.125              0.1                0                2
       2.69499998                0            0.125              0.1                0                2
       2.68999999                0            0.125              0.1                0                2
            2.685                0            0.125              0.1                0                2
             2.68                0            0.125              0.1                0                2
            2.675                0            0.125              0.1                0                2
             2.67                0            0.125              0.1                0                2
            2.665                0            0.125              0.1                0                2
             2.66                0            0.125              0.1                0                2
            2.655                0            0.125              0.1                0                2
             2.65                0            0.125              0.1                0                2
            2.645                0            0.125              0.1                0                2
             2.64                0            0.125              0.1                0                2
            2.635                0            0.125              0.1                0                2
             2.63                0            0.125              0.1                0                2
            2.625                0            0.125              0.1                0                2
             2.62                0            0.125              0.1                0                2
            2.615                0            0.125              0.1                0                2
