      0.537765858                0                1                1                0              2.5
      0.670188757                0                1                1                0              2.5
      0.730157968                0                1                1                0              2.5
      0.771315244                0                1                1                0              2.5
      0.805823664                0                1                1                0              2.5
      0.830983673                0                1                1                0              2.5
      0.855290003                0                1                1                0              2.5
      0.874486072                0                1                1                0              2.5
      0.893654266                0                1                1                0              2.5
      0.910731304                0                1                1                0              2.5
       0.92768004                0                1                1                0              2.5
      0.942869215                0                1                1                0              2.5
      0.958602643                0                1                1                0              2.5
       0.97382215                0                1                1                0              2.5
      0.988034904                0                1                1                0              2.5
       1.00118875                0                1                1                0              2.5
       1.01314397                0                1                1                0              2.5
       1.02478355                0                1                1                0              2.5
       1.03516913                0                1                1                0              2.5
       1.04669465                0                1                1                0              2.5
       1.05699684                0                1                1                0              2.5
       1.06581149                0                1                1                0              2.5
       1.07625996                0                1                1                0              2.5
       1.08318545                0                1                1                0              2.5
       1.09286493                0                1                1                0              2.5
       1.10051133                0                1                1                0              2.5
       1.10907425                0                1                1                0              2.5
       1.11628733                0                1                1                0              2.5
       1.12471888                0                1                1                0              2.5
       1.13058748                0                1                1                0              2.5
       1.13941704                0                1                1                0              2.5
       1.14464528                0                1                1                0              2.5
       1.15342037                0                1                1                0              2.5
       1.15881368                0                1                1                0              2.5
       1.16652035                0                1                1                0              2.5
       1.17168921                0                1                1                0              2.5
       1.17911045                0                1                1                0              2.5
       1.18407915                0                1                1                0              2.5
       1.19062636                0                1                1                0              2.5
       1.19589233                0                1                1                0              2.5
        1.2021964                0                1                1                0              2.5
       1.20731913                0                1                1                0              2.5
       1.21366008                0                1                1                0              2.5
       1.21807172                0                1                1                0              2.5
       1.22445645                0                1                1                0              2.5
        1.2286762                0                1                1                0              2.5
       1.23464421                0                1                1                0              2.5
       1.23915432                0                1                1                0              2.5
       1.24471117                0                1                1                0              2.5
       1.24963664                0                1                1                0              2.5
       1.25474509                0                1                1                0              2.5
       1.26004896                0                1                1                0              2.5
       1.26506771                0                1                1                0              2.5
       1.27019157                0                1                1                0              2.5
       1.27479147                0                1                1                0              2.5
       1.27992758                0                1                1                0              2.5
       1.28457272                0                1                1                0              2.5
       1.29016219                0                1                1                0              2.5
       1.29443074                0                1                1                0              2.5
       1.30055831                0                1                1                0              2.5
       1.30396791                0                1                1                0              2.5
       1.31066251                0                1                1                0              2.5
       1.31417679                0                1                1                0              2.5
       1.32060492                0                1                1                0              2.5
       1.32412333                0                1                1                0              2.5
       1.33053591                0                1                1                0              2.5
       1.33436515                0                1                1                0              2.5
       1.34035812                0                1                1                0              2.5
       1.34467551                0                1                1                0              2.5
        1.3505536                0                1                1                0              2.5
       1.35517236                0                1                1                0              2.5
       1.35990838                0                1                1                0              2.5
       1.36497818                0                1                1                0              2.5
       1.37000282                0                1                1                0              2.5
       1.37524186                0                1                1                0              2.5
       1.37982185                0                1                1                0              2.5
       1.38535612                0                1                1                0              2.5
        1.3899906                0                1                1                0              2.5
       1.39493388                0                1                1                0              2.5
       1.40022353                0                1                1                0              2.5
       1.40438911                0                1                1                0              2.5
        1.4105601                0                1                1                0              2.5
        1.4142269                0                1                1                0              2.5
       1.42026772                0                1                1                0              2.5
       1.42432327                0                1                1                0              2.5
       1.43027583                0                1                1                0              2.5
       1.43442587                0                1                1                0              2.5
       1.44049743                0                1                1                0              2.5
       1.44474334                0                1                1                0              2.5
        1.4505108                0                1                1                0              2.5
       1.45476525                0                1                1                0              2.5
       1.46038859                0                1                1                0              2.5
       1.46535728                0                1                1                0              2.5
       1.46978047                0                1                1                0              2.5
       1.47541518                0                1                1                0              2.5
       1.47947406                0                1                1                0              2.5
       1.48536395                0                1                1                0              2.5
       1.49001005                0                1                1                0              2.5
       1.49533099                0                1                1                0              2.5
       1.50028435                0                1                1                0              2.5
       1.50494499                0                1                1                0              2.5
       1.51025623                0                1                1                0              2.5
       1.51479417                0                1                1                0              2.5
       1.51991068                0                1                1                0              2.5
       1.52456076                0                1                1                0              2.5
       1.53001756                0                1                1                0              2.5
       1.53470848                0                1                1                0              2.5
