Damping and periodic time
period number (1 means: damping between period 1 and 2,...) | damping | periodic time
                1     0.0580204265                1
                2     0.0577528819       1.00462963
                3     0.0576842241       1.00462963
                4     0.0576858162       1.00462963
                5     0.0577334979       1.00462963
                6     0.0577762676                1
                7     0.0576816822       1.00462963
                8     0.0577902854       1.00462963
                9     0.0579079217       1.00462963
               10      0.057894559                1
               11     0.0578355633       1.00462963
               12     0.0579163442       1.00462963
               13     0.0579469799                1
               14     0.0578097699       1.00462963
               15     0.0578527182       1.00462963
               16      0.057829811       1.00462963
               17      0.057639311                1
               18     0.0576172609       1.00462963
               19      0.056335402       1.00462963
               20     0.0559502821                1
               21     0.0558371127       1.00462963
               22     0.0558295375       1.00462963
               23     0.0555595036                1
