peak velocity for each period and corresponding time
period number | peak velocity | adimensional peak velocity| time |adimensional time 
                1      0.059131606                1                0                0
                2      0.055700765      0.941979573            0.864                1
                3     0.0524838853      0.887577538            1.732       2.00462963
                4     0.0494563931      0.836378317              2.6       3.00925926
                5     0.0466034607      0.788131151            3.468       4.01388889
                6     0.0439128799      0.742629583            4.336       5.01851852
                7     0.0413757576      0.699723217              5.2       6.01851852
                8     0.0389891343      0.659362005            6.068       7.02314815
                9     0.0367359411      0.621257287            6.936       8.02777778
               10     0.0346086391      0.585281568            7.804       9.03240741
               11     0.0326049872       0.55139695            8.668       10.0324074
               12     0.0307192594      0.519506597            9.536        11.037037
               13     0.0289401122      0.489418674           10.404       12.0416667
               14     0.0272631201       0.46105834           11.268       13.0416667
               15     0.0256870454      0.434404663           12.136       14.0462963
               16       0.02420098      0.409273173           13.004       15.0509259
               17     0.0228014419      0.385604983           13.872       16.0555556
               18     0.0214871825      0.363378977           14.736       17.0555556
               19     0.0202491499      0.342442076           15.604       18.0601852
               20     0.0191084059      0.323150464           16.472       19.0648148
               21     0.0180392852      0.305070104           17.336       20.0648148
               22     0.0170320236       0.28803587           18.204       21.0694444
               23     0.0160811336      0.271954961           19.072       22.0740741
               24     0.0151876738      0.256845278           19.936       23.0740741
