relative (NO; ABSOLUTE) error file
 x | rho | error rho[-] | p | error p [-] | u | error u[-] | e | error e[-]
          2.48991            0.125       0.00289373              0.1        0.0023249                0       0.00185502                2       0.00015389
          2.47671            0.125       0.00078775              0.1       0.00206566                0        0.0011687                2        0.0284963
           2.4631            0.125       0.00212689              0.1       0.00255388                0      2.53149e-05                2        0.0173567
          2.44997            0.125       0.00109641              0.1      0.000615853                0      0.000763198                2       0.00531786
          2.43756            0.125       0.00437748              0.1       0.00589299                0       0.00260521                2        0.0494981
          2.42512            0.125       0.00285136              0.1      0.000483473                0       0.00366872                2        0.0368108
          2.41209            0.125       0.00455582              0.1       0.00278532                0       0.00367887                2        0.0180174
           2.3993            0.125       0.00442105              0.1        0.0033162                0        0.0116032                2       0.00569954
          2.38737            0.125       0.00113621              0.1      0.000786792                0        0.0462763                2        0.0387106
          2.37744            0.125       0.00681174              0.1       0.00532198                0         0.144499                2        0.0086256
          2.36722            0.125        0.0270356              0.1         0.035431                0         0.346354                2         0.243823
          2.35729            0.125        0.0587132              0.1         0.078294                0         0.588687                2         0.445575
          2.34977         0.265574        0.0509778          0.30313        0.0840258         0.927453         0.141671          2.85354         0.286706
           2.3435         0.265574        0.0297106          0.30313        0.0407598         0.927453        0.0269739          2.85354        0.0639982
          2.33691         0.265574        0.0166621          0.30313        0.0205532         0.927453        0.0165662          2.85354        0.0120322
          2.33092         0.265574        0.0113144          0.30313        0.0152954         0.927453        0.0166777          2.85354        0.0229376
           2.3246         0.265574       0.00937569          0.30313       0.00880409         0.927453       0.00271407          2.85354        0.0183082
          2.31867         0.265574       0.00859551          0.30313        0.0173236         0.927453       0.00604946          2.85354        0.0729323
          2.31326         0.265574       0.00718091          0.30313       0.00978809         0.927453       0.00847322          2.85354        0.0151178
          2.30711         0.265574       0.00569223          0.30313       0.00565556         0.927453        0.0132758          2.85354       0.00812156
          2.30086         0.265574       0.00595278          0.30313       0.00879308         0.927453       0.00880874          2.85354        0.0194242
          2.29524         0.265574       0.00689992          0.30313       0.00989546         0.927453       0.00484466          2.85354        0.0196528
          2.28965         0.265574       0.00716489          0.30313        0.0114198         0.927453       0.00752467          2.85354        0.0313412
          2.28359         0.265574       0.00718148          0.30313       0.00096167         0.927453       0.00633504          2.85354        0.0701693
          2.27744         0.265574       0.00742046          0.30313       0.00145959         0.927453       0.00898146          2.85354        0.0681169
          2.27257         0.265574       0.00733038          0.30313        0.0130013         0.927453         0.012202          2.85354         0.044661
          2.26713         0.265574       0.00654995          0.30313       0.00567189         0.927453        0.0126802          2.85354        0.0175243
          2.26077         0.265574       0.00666583          0.30313      0.000769038         0.927453        0.0131584          2.85354        0.0660175
          2.25395         0.265574       0.00814325          0.30313       0.00189217         0.927453        0.0125421          2.85354         0.108494
          2.24872         0.265574       0.00930244          0.30313        0.0154085         0.927453        0.0099133          2.85354        0.0469339
          2.24344         0.265574       0.00889213          0.30313       0.00112811         0.927453       0.00953607          2.85354         0.087668
          2.23707         0.265574       0.00910931          0.30313       0.00101396         0.927453       0.00634429          2.85354        0.0913635
          2.23092         0.265574        0.0109708          0.30313        0.0109592         0.927453       0.00744649          2.85354        0.0153606
          2.22479         0.265574        0.0129371          0.30313       4.3775e-05         0.927453       0.00690626          2.85354          0.14667
          2.21953         0.265574        0.0141662          0.30313      0.000796925         0.927453       0.00936223          2.85354         0.168882
          2.21356         0.265574        0.0135528          0.30313       0.00646436         0.927453        0.0102498          2.85354        0.0895159
          2.20762         0.265574        0.0100041          0.30313       0.00641265         0.927453        0.0118541          2.85354         0.174614
          2.20061         0.265574      0.000452214          0.30313        0.0225551         0.927453        0.0142065          2.85354         0.207269
          2.19591         0.265574        0.0182883          0.30313        0.0231776         0.927453        0.0134712          2.85354        0.0203872
          2.18157         0.426319        0.0574558          0.30313          0.06212         0.927453        0.0230483           1.7776         0.144182
          2.18913         0.265574        0.0605635          0.30313         0.023893         0.927453        0.0159407          2.85354         0.713049
          2.18262         0.426319        0.0621709          0.30313        0.0170959         0.927453        0.0173514           1.7776         0.186075
          2.17611         0.426319         0.036306          0.30313        0.0146198         0.927453        0.0161254           1.7776        0.0717281
          2.17127         0.426319        0.0219814          0.30313        0.0096386         0.927453        0.0103339           1.7776        0.0370181
          2.16773         0.426319        0.0141549          0.30313        0.0111051         0.927453        0.0152976           1.7776       0.00633448
           2.1627         0.426319       0.00675053          0.30313       0.00952188         0.927453        0.0126119           1.7776        0.0281712
          2.15898         0.426319       0.00322806          0.30313       0.00911454         0.927453        0.0111298           1.7776        0.0403435
          2.15538         0.426319       0.00106185          0.30313       0.00836181         0.927453        0.0150834           1.7776        0.0447825
          2.15147         0.426319      0.000201079          0.30313       0.00714428         0.927453        0.0107849           1.7776        0.0427813
          2.14766         0.426319      5.72211e-05          0.30313       0.00572738         0.927453        0.0103575           1.7776        0.0334089
          2.14407         0.426319        0.0007941          0.30313        0.0057274         0.927453       0.00992215           1.7776        0.0303657
          2.14031         0.426319         0.001845          0.30313        0.0052081         0.927453        0.0105531           1.7776        0.0229493
          2.13655         0.426319       0.00286924          0.30313       0.00507382         0.927453        0.0109058           1.7776        0.0178791
          2.13286         0.426319       0.00386087          0.30313       0.00552679         0.927453        0.0102655           1.7776        0.0163934
          2.12914         0.426319       0.00477253          0.30313        0.0059371         0.927453         0.010741           1.7776          0.01498
           2.1253         0.426319       0.00557433          0.30313       0.00582094         0.927453        0.0121361           1.7776        0.0108953
          2.12162         0.426319       0.00619195          0.30313        0.0063487         0.927453        0.0137843           1.7776        0.0114156
          2.11794         0.426319       0.00664489          0.30313       0.00657558         0.927453        0.0157911           1.7776        0.0108554
          2.11406         0.426319       0.00716372          0.30313       0.00726084         0.927453        0.0169021           1.7776        0.0127682
          2.11029         0.426319       0.00768842          0.30313        0.0077089         0.927453        0.0186934           1.7776        0.0132564
           2.1068         0.426319       0.00819354          0.30313        0.0079464         0.927453        0.0191332           1.7776        0.0125721
           2.1028         0.426319       0.00880961          0.30313       0.00868779         0.927453        0.0204588           1.7776        0.0144324
          2.09901         0.426319       0.00936017          0.30313        0.0092786         0.927453        0.0207816           1.7776        0.0156558
          2.09548         0.426319       0.00995993          0.30313       0.00984816         0.927453        0.0200103           1.7776        0.0165293
