peak velocity for each period and corresponding time
period number | peak velocity | adimensional peak velocity| time |adimensional time 
                1      0.059131606                1                0                0
                2     0.0527414138      0.891932714             0.85                1
                3     0.0470684716       0.79599515            1.704       2.00470588
                4     0.0419630485      0.709655146            2.558       3.00941176
                5     0.0373993053      0.632475724             3.41       4.01176471
                6     0.0333276735      0.563618609            4.264       5.01647059
                7     0.0296979218      0.502234318            5.118       6.02117647
                8     0.0264644443       0.44755159             5.97       7.02352941
                9     0.0235837508      0.398834945            6.824       8.02823529
               10      0.021016866      0.355425253            7.678       9.03294118
               11       0.01873117      0.316770865             8.53       10.0352941
               12     0.0166944649       0.28232727            9.384            11.04
