peak velocity for each period and corresponding time
period number | peak velocity | adimensional peak velocity| time |adimensional time 
                1      0.059149394                1                0                0
                2     0.0532860985       0.90087311             0.83                1
                3     0.0479025248      0.809856561            1.668       2.00963855
                4     0.0429205396      0.725629405            2.506       3.01927711
                5     0.0383628284      0.648575172            3.344       4.02891566
                6     0.0342036624      0.578258881            4.184       5.04096386
                7     0.0304641366      0.515037172            5.024       6.05301205
                8      0.027125611       0.45859491            5.864       7.06506024
                9     0.0241549021      0.408371083            6.704       8.07710843
               10     0.0215153297      0.363745564            7.544       9.08915663
               11     0.0191718454      0.324125813            8.386       10.1036145
               12     0.0171171586      0.289388571            9.226       11.1156627
