peak velocity for each period and corresponding time
period number | peak velocity | adimensional peak velocity| time |adimensional time 
                1      0.059064313                1                0                0
                2     0.0524963067      0.888799074            0.916                1
                3     0.0465947112      0.788880947            1.838       2.00655022
                4     0.0413437704      0.699978859             2.76       3.01310044
                5     0.0366812033      0.621038347             3.68       4.01746725
                6     0.0325411988      0.550945184            4.602       5.02401747
                7     0.0288684103      0.488762314            5.522       6.02838428
                8     0.0256091001       0.43357992            6.444        7.0349345
                9     0.0227185609      0.384641076            7.364       8.03930131
               10     0.0201536573       0.34121547            8.284       9.04366812
               11     0.0178793545      0.302709938            9.206       10.0502183
