 
supLen	L1_rho	L1_u	L1e	L2_rho	L2_u	L2e	Linf_rho	Linf_u	Linf_e	L1_rho3	L1_u3	L1e3	L2_rho3	L2_u3	L2e3	Linf_rho3	Linf_u3	Linf_e3	L1_rho2	L1_u2	L1e2	L2_rho2	L2_u2	L2e2	Linf_rho2	Linf_u2	Linf_e2
0.0100	3.69E-003	7.61E-003	4.78E-003	8.82E-003	3.52E-002	2.39E-002	6.76E-002	5.79E-001	3.96E-001	3.36E-003	2.95E-003	2.46E-003	4.22E-003	6.69E-003	2.95E-003	1.28E-002	2.77E-002	8.71E-003	5.52E-004	1.61E-003	3.96E-003	1.07E-003	4.50E-003	6.39E-003	3.57E-003	2.60E-002	2.54E-002
0.0150	4.46E-003	9.13E-003	6.27E-003	1.02E-002	3.57E-002	2.87E-002	6.64E-002	4.47E-001	3.96E-001	4.26E-003	5.12E-003	3.20E-003	5.48E-003	9.96E-003	3.88E-003	1.51E-002	3.54E-002	1.04E-002	8.22E-004	2.26E-003	4.81E-003	1.34E-003	5.48E-003	7.83E-003	3.58E-003	2.77E-002	2.53E-002
0.0200	5.51E-003	1.12E-002	7.95E-003	1.17E-002	4.07E-002	3.32E-002	6.63E-002	4.36E-001	3.96E-001	5.11E-003	7.14E-003	3.88E-003	6.48E-003	1.23E-002	4.64E-003	1.64E-002	3.86E-002	1.14E-002	1.16E-003	3.10E-003	6.10E-003	1.62E-003	6.83E-003	9.27E-003	3.56E-003	2.91E-002	2.53E-002
0.0250	6.68E-003	1.51E-002	1.00E-002	1.33E-002	6.17E-002	3.85E-002	6.63E-002	6.53E-001	3.96E-001	5.86E-003	8.77E-003	4.45E-003	7.23E-003	1.41E-002	5.24E-003	1.70E-002	4.08E-002	1.19E-002	1.66E-003	4.31E-003	7.52E-003	1.99E-003	8.28E-003	1.06E-002	3.61E-003	3.08E-002	2.53E-002
0.0300	7.84E-003	1.57E-002	1.14E-002	1.47E-002	4.76E-002	4.07E-002	6.62E-002	3.58E-001	3.96E-001	6.84E-003	1.13E-002	5.10E-003	8.30E-003	1.75E-002	6.00E-003	1.67E-002	4.60E-002	1.19E-002	2.34E-003	6.80E-003	8.95E-003	2.53E-003	1.04E-002	1.17E-002	4.09E-003	3.17E-002	2.42E-002
