peak velocity for each period and corresponding time
period number | peak velocity | adimensional peak velocity| time |adimensional time 
                1      0.059153499                1                0                0
                2     0.0531119509      0.897866598            0.868                1
                3     0.0474532951      0.802206055            1.744       2.00921659
                4     0.0421531121      0.712605557            2.624       3.02304147
                5     0.0372217705      0.629240385            3.504       4.03686636
                6      0.032722934      0.553186786            4.386       5.05299539
                7     0.0287234993       0.48557566            5.268       6.06912442
                8     0.0252069144      0.426127192            6.152        7.0875576
                9     0.0221309438      0.374127383            7.036       8.10599078
               10     0.0194666478      0.329087005             7.92       9.12442396
               11     0.0171514653      0.289948449            8.806       10.1451613
               12     0.0151274373       0.25573191            9.692       11.1658986
