40 0.00108916 0.00220855 0.00714104
50 0.00195349 0.00483223 0.0165986
80 0.00332441 0.00876231 0.0305906
100 0.00343651 0.00907497 0.0328393
160 0.00302623 0.00801809 0.0303768
200 0.00267678 0.00712374 0.0274749

 
