title='particle position' 
variables=x, y, Ux, Uy, rho, e, p, h=supportlength/2, m, V, ID 
     0.0461275915      0.987499647     0.0395004998  -1.86190211e-06      0.999975406       2.00716125       1.00355594            0.025  0.000624461818  0.000624473917  80
     0.0211275915      0.987499647     0.0395004997   -1.8619186e-06      0.999975406       2.00716132       1.00355598            0.025  0.000624461818  0.000624480413  79
     0.0458772785      0.962499198      0.038500304  -3.94205299e-06      0.999982726       2.00581953       1.00289244            0.025  0.000624461818  0.000624468804  78
     0.0208772785      0.962499198     0.0385003039  -3.94205417e-06      0.999982726        2.0058196       1.00289248            0.025  0.000624461818  0.000624476409  77
     0.0456294019      0.937498913     0.0375001274  -5.27804886e-06      0.999987621       2.00528357       1.00262937            0.025  0.000624461818  0.000624465846  76
     0.0206294019      0.937498913     0.0375001274    -5.278046e-06      0.999987621       2.00528363       1.00262941            0.025  0.000624461818  0.000624473253  75
     0.0453839164      0.912498703      0.036499964   -6.2696595e-06      0.999990205       2.00493989       1.00246012            0.025  0.000624461818  0.000624464331  74
     0.0203839164      0.912498703      0.036499964  -6.26965648e-06      0.999990205       2.00493995       1.00246015            0.025  0.000624461818  0.000624471541  73
     0.0451407581      0.887498543     0.0354998136  -7.03139205e-06      0.999992014       2.00468692       1.00233546            0.025  0.000624461818  0.0006244633  72
     0.0201407581      0.887498543     0.0354998136  -7.03138931e-06      0.999992014       2.00468698       1.00233548            0.025  0.000624461818  0.000624470312  71
     0.0448998633       0.86249842     0.0344996754  -7.62113379e-06      0.999993402       2.00448742        1.0022371            0.025  0.000624461818  0.000624462532  70
     0.0198998633       0.86249842     0.0344996754  -7.62113129e-06      0.999993402       2.00448747       1.00223712            0.025  0.000624461818  0.000624469347  69
     0.0446611681      0.837498327     0.0334995489  -8.07445935e-06      0.999994519       2.00432344       1.00215623            0.025  0.000624461818  0.000624461933  68
     0.0196611682      0.837498327     0.0334995489  -8.07445702e-06      0.999994519       2.00432349       1.00215625            0.025  0.000624461818  0.00062446855  67
     0.0444246089      0.812498258     0.0324994336  -8.41564465e-06      0.999995446       2.00418493        1.0020879            0.025  0.000624461818  0.000624461453  66
     0.0194246089      0.812498258     0.0324994337  -8.41564246e-06      0.999995446       2.00418497       1.00208792            0.025  0.000624461818  0.000624467873  65
     0.0441901217      0.787498208     0.0314993291  -8.66240146e-06      0.999996231       2.00406566       1.00202905            0.025  0.000624461818  0.000624461062  64
     0.0191901217      0.787498208     0.0314993291  -8.66239938e-06      0.999996231        2.0040657       1.00202908            0.025  0.000624461818  0.000624467283  63
     0.0439576429      0.762498176      0.030499235  -8.82827271e-06      0.999996906       2.00396151       1.00197766            0.025  0.000624461818  0.000624460739  62
     0.0189576429      0.762498176      0.030499235  -8.82827073e-06      0.999996906       2.00396155       1.00197768            0.025  0.000624461818  0.000624466763  61
     0.0437271086      0.737498158     0.0294991507  -8.92398077e-06      0.999997493        2.0038696       1.00193229            0.025  0.000624461818  0.000624460471  60
     0.0187271086      0.737498158     0.0294991508  -8.92397887e-06      0.999997493       2.00386964       1.00193231            0.025  0.000624461818  0.000624466298  59
      0.043498455      0.712498153     0.0284990761  -8.95824621e-06      0.999998008       2.00378785       1.00189193            0.025  0.000624461818  0.000624460248  58
      0.018498455      0.712498153     0.0284990761  -8.95824437e-06      0.999998008       2.00378789       1.00189195            0.025  0.000624461818  0.000624465878  57
     0.0432716185      0.687498159     0.0274990106  -8.93831442e-06      0.999998462       2.00371467       1.00185579            0.025  0.000624461818  0.000624460064  56
     0.0182716185      0.687498159     0.0274990106  -8.93831265e-06      0.999998462       2.00371471       1.00185581            0.025  0.000624461818  0.000624465495  55
     0.0430465351      0.662498175      0.026498954  -8.87031003e-06      0.999998864       2.00364886       1.00182329            0.025  0.000624461818  0.000624459911  54
     0.0180465352      0.662498175      0.026498954  -8.87030832e-06      0.999998864       2.00364889       1.00182331            0.025  0.000624461818  0.000624465145  53
     0.0428231413      0.637498199     0.0254989058  -8.75948401e-06      0.999999223       2.00358945       1.00179395            0.025  0.000624461818  0.000624459786  52
     0.0178231413      0.637498199     0.0254989058  -8.75948235e-06      0.999999223       2.00358949       1.00179396            0.025  0.000624461818  0.000624464823  51
     0.0426013731      0.612498231     0.0244988657  -8.61039141e-06      0.999999542       2.00353569       1.00176739            0.025  0.000624461818  0.000624459685  50
     0.0176013731      0.612498231     0.0244988658  -8.61038979e-06      0.999999542       2.00353572        1.0017674            0.025  0.000624461818  0.000624464524  49
     0.0423811668       0.58749827     0.0234988335  -8.42702234e-06      0.999999828       2.00348692       1.00174329            0.025  0.000624461818  0.000624459605  48
     0.0173811668       0.58749827     0.0234988335  -8.42702077e-06      0.999999828       2.00348695        1.0017433            0.025  0.000624461818  0.000624464247  47
     0.0421624588      0.562498315     0.0224988087  -8.21290064e-06       1.00000008       2.00344264        1.0017214            0.025  0.000624461818  0.000624459544  46
