 
supLen	L1_rho	L1_u	L1e	L2_rho	L2_u	L2e	Linf_rho	Linf_u	Linf_e	L1_rho3	L1_u3	L1e3	L2_rho3	L2_u3	L2e3	Linf_rho3	Linf_u3	Linf_e3	L1_rho2	L1_u2	L1e2	L2_rho2	L2_u2	L2e2	Linf_rho2	Linf_u2	Linf_e2
0.0175	1.60E-002	3.90E-002	2.30E-002	3.10E-002	8.08E-002	6.42E-002	1.50E-001	6.39E-001	4.62E-001	3.16E-002	3.64E-002	2.09E-002	3.24E-002	3.72E-002	2.15E-002	3.42E-002	3.94E-002	2.80E-002	8.28E-003	4.27E-002	2.01E-002	9.55E-003	4.39E-002	2.17E-002	3.51E-002	1.09E-001	6.45E-002
0.0200	9.50E-003	2.42E-002	1.19E-002	2.00E-002	6.37E-002	2.94E-002	1.32E-001	4.92E-001	2.05E-001	9.40E-003	9.61E-003	7.23E-003	9.76E-003	9.91E-003	8.16E-003	1.13E-002	1.21E-002	2.02E-002	3.22E-003	1.29E-002	5.56E-003	3.65E-003	1.32E-002	6.48E-003	1.19E-002	2.10E-002	1.86E-002
0.0250	7.30E-003	2.15E-002	1.35E-002	1.48E-002	7.35E-002	3.74E-002	7.25E-002	5.93E-001	3.33E-001	4.88E-003	7.56E-003	3.99E-003	5.88E-003	1.07E-002	4.40E-003	1.26E-002	2.76E-002	8.44E-003	1.96E-003	2.33E-003	5.24E-003	2.29E-003	3.88E-003	7.67E-003	4.78E-003	1.21E-002	2.11E-002
0.0275	8.06E-003	2.36E-002	1.50E-002	1.59E-002	7.73E-002	3.97E-002	7.25E-002	5.98E-001	3.45E-001	8.96E-003	1.28E-002	6.43E-003	1.00E-002	1.71E-002	7.07E-003	1.96E-002	4.16E-002	1.35E-002	1.92E-003	2.51E-003	6.50E-003	2.26E-003	3.68E-003	8.96E-003	4.80E-003	1.04E-002	2.21E-002
0.0300	9.15E-003	2.56E-002	1.49E-002	1.77E-002	8.06E-002	3.38E-002	9.63E-002	6.04E-001	2.04E-001	9.63E-003	1.50E-002	6.85E-003	1.05E-002	1.83E-002	7.40E-003	1.84E-002	3.73E-002	1.28E-002	2.19E-003	3.39E-003	7.48E-003	2.35E-003	4.45E-003	1.04E-002	4.57E-003	1.00E-002	2.40E-002
0.0325	9.49E-003	2.70E-002	1.57E-002	1.76E-002	8.29E-002	3.55E-002	8.74E-002	6.04E-001	2.23E-001	6.79E-003	1.19E-002	5.17E-003	7.72E-003	1.43E-002	5.47E-003	1.52E-002	3.21E-002	7.64E-003	3.10E-003	4.51E-003	7.82E-003	3.29E-003	5.39E-003	1.06E-002	4.92E-003	1.09E-002	2.44E-002
0.0350	9.70E-003	2.86E-002	1.61E-002	1.77E-002	8.56E-002	3.70E-002	9.02E-002	6.06E-001	2.40E-001	2.83E-003	7.53E-003	1.92E-003	3.37E-003	9.66E-003	2.32E-003	5.73E-003	1.64E-002	4.33E-003	4.94E-003	1.00E-002	7.26E-003	5.15E-003	1.19E-002	9.12E-003	7.09E-003	2.21E-002	2.27E-002
0.0400	1.16E-002	3.35E-002	1.77E-002	2.05E-002	9.11E-002	3.75E-002	1.07E-001	6.10E-001	1.68E-001	3.57E-003	9.42E-003	2.36E-003	4.25E-003	1.42E-002	2.91E-003	7.49E-003	3.15E-002	5.46E-003	6.75E-003	1.52E-002	8.97E-003	6.89E-003	1.97E-002	1.03E-002	8.71E-003	4.14E-002	1.95E-002
0.0450	1.25E-002	3.88E-002	2.03E-002	2.06E-002	1.04E-001	4.39E-002	9.85E-002	6.72E-001	2.84E-001	7.61E-003	1.39E-002	6.28E-003	8.81E-003	1.78E-002	6.65E-003	1.39E-002	3.72E-002	9.52E-003	7.29E-003	1.88E-002	9.53E-003	7.50E-003	2.36E-002	1.23E-002	1.00E-002	4.67E-002	2.41E-002
