peak velocity for each period and corresponding time
period number | peak velocity | adimensional peak velocity| time |adimensional time 
                1      0.059153499                1                0                0
                2     0.0559277556      0.945468257            1.688                1
                3      0.052853517      0.893497729             3.38       2.00236967
                4     0.0499706194      0.844761853            5.072       3.00473934
                5     0.0472085345      0.798068336            6.764         4.007109
                6     0.0446038302      0.754035365            8.456       5.00947867
                7      0.042114545      0.711953574           10.144       6.00947867
                8     0.0397479975      0.671946684           11.836       7.01184834
                9     0.0375049031       0.63402679           13.528       8.01421801
               10     0.0353887672      0.598253152           15.216       9.01421801
               11     0.0333854344      0.564386468           16.908       10.0165877
