 
supLen, averaged variance for x,for rho, for p, for u, for e: 
 
0.015	1.71613e-07	4.81028e-06	4.61164e-06	3.30765e-05	4.98518e-06
0.02	2.72054e-08	4.98653e-07	3.14175e-07	1.02345e-05	3.55727e-08
0.025	1.13171e-12	6.90032e-12	9.23763e-12	5.19161e-09	1.93416e-12
0.03	1.91829e-09	3.36257e-11	6.64589e-11	4.71181e-08	3.55356e-10
0.035	3.38255e-13	1.09045e-12	1.91443e-12	1.16745e-10	7.65802e-12
0.04	1.22967e-11	1.03958e-10	1.43783e-10	1.54544e-08	1.25303e-10
0.045	4.04316e-11	5.27756e-11	8.33163e-11	8.85418e-09	1.08156e-10
